[23/02/2026, 18:42:07] Yo: 81467040391320@lid
[14/05/2026, 23:27:30] Yo: [Archivo adjunto]
[14/05/2026, 23:27:30] Yo: Te mando foto
[14/05/2026, 23:27:30] Yo: Te cuento que mi hermana se golpeó un dedo y se le cayó media uña del pie pero le queda media uña y quería preguntarte si tú ya sabes quitarlas o puedes recomendarme a alguien
[14/05/2026, 23:27:30] Yo: Hola hola! Cómo estás?
[14/05/2026, 23:27:30] Yo: 81467040391320@lid
[15/05/2026, 22:46:52] Yo: [Archivo adjunto]
[15/05/2026, 22:46:52] Yo: Te mando foto
[15/05/2026, 22:46:52] Yo: Te cuento que mi hermana se golpeó un dedo y se le cayó media uña del pie pero le queda media uña y quería preguntarte si tú ya sabes quitarlas o puedes recomendarme a alguien
[15/05/2026, 22:46:52] Yo: Hola hola! Cómo estás?
[15/05/2026, 22:46:52] Yo: 81467040391320@lid
[16/05/2026, 05:04:02] Yo: [Archivo adjunto]
[16/05/2026, 05:04:02] Yo: Te mando foto
[16/05/2026, 05:04:02] Yo: Te cuento que mi hermana se golpeó un dedo y se le cayó media uña del pie pero le queda media uña y quería preguntarte si tú ya sabes quitarlas o puedes recomendarme a alguien
[16/05/2026, 05:04:02] Yo: Hola hola! Cómo estás?
[16/05/2026, 05:04:02] Yo: 81467040391320@lid
[16/05/2026, 05:09:38] Yo: [Archivo adjunto]
[16/05/2026, 05:09:38] Yo: Te mando foto
[16/05/2026, 05:09:38] Yo: Te cuento que mi hermana se golpeó un dedo y se le cayó media uña del pie pero le queda media uña y quería preguntarte si tú ya sabes quitarlas o puedes recomendarme a alguien
[16/05/2026, 05:09:38] Yo: Hola hola! Cómo estás?
[16/05/2026, 05:09:38] Yo: 81467040391320@lid
[16/05/2026, 05:57:55] Yo: [Archivo adjunto]
[16/05/2026, 05:57:55] Yo: Te mando foto
[16/05/2026, 05:57:55] Yo: Te cuento que mi hermana se golpeó un dedo y se le cayó media uña del pie pero le queda media uña y quería preguntarte si tú ya sabes quitarlas o puedes recomendarme a alguien
[16/05/2026, 05:57:55] Yo: Hola hola! Cómo estás?
[16/05/2026, 05:57:55] Yo: 81467040391320@lid
[16/05/2026, 22:40:21] Yo: [Archivo adjunto]
[16/05/2026, 22:40:21] Yo: Te mando foto
[16/05/2026, 22:40:21] Yo: Te cuento que mi hermana se golpeó un dedo y se le cayó media uña del pie pero le queda media uña y quería preguntarte si tú ya sabes quitarlas o puedes recomendarme a alguien
[16/05/2026, 22:40:21] Yo: Hola hola! Cómo estás?
[16/05/2026, 22:40:21] Yo: 81467040391320@lid
[17/05/2026, 18:28:45] Yo: [Archivo adjunto]
[17/05/2026, 18:28:45] Yo: Te mando foto
[17/05/2026, 18:28:45] Yo: Te cuento que mi hermana se golpeó un dedo y se le cayó media uña del pie pero le queda media uña y quería preguntarte si tú ya sabes quitarlas o puedes recomendarme a alguien
[17/05/2026, 18:28:46] Yo: Hola hola! Cómo estás?
[17/05/2026, 18:28:46] Yo: 81467040391320@lid
[18/05/2026, 05:19:16] Yo: [Archivo adjunto]
[18/05/2026, 05:19:16] Yo: Te mando foto
[18/05/2026, 05:19:16] Yo: Te cuento que mi hermana se golpeó un dedo y se le cayó media uña del pie pero le queda media uña y quería preguntarte si tú ya sabes quitarlas o puedes recomendarme a alguien
[18/05/2026, 05:19:16] Yo: Hola hola! Cómo estás?
[18/05/2026, 05:19:16] Yo: 81467040391320@lid
[29/05/2026, 10:21:36] Elli Chris: 81467040391320@lid
